SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE,SCH_TYPE_TEXT,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2017-2018,42,PENNSYLVANIA,PA,Fort Washington El Sch,Upper Dublin SD,1,,PA-123468303,4224390,PA-123468303-5251,422439005251,4205251,Highland & Fort Washington Aves,,,Fort Washington,PA,19034,1816.0,Highland & Fort Washington Aves,,,Fort Washington,PA,19034,1816.0,(215)643-8961,http://www.udsd.org/schools/fwes/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Candlebrook El Sch,Upper Merion Area SD,1,,PA-123468402,4224480,PA-123468402-3389,422448003389,4203389,310 Prince Frederick St,,,King of Prussia,PA,19406,2363.0,310 Prince Frederick St,,,King of Prussia,PA,19406,2363.0,(610)205-3702,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Roberts El Sch,Upper Merion Area SD,1,,PA-123468402,4224480,PA-123468402-3391,422448003391,4203391,889 Croton Road,,,Wayne,PA,19087,,889 Croton Road,,,Wayne,PA,19087,,(610)205-3752,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Caley El Sch,Upper Merion Area SD,1,,PA-123468402,4224480,PA-123468402-4832,422448004832,4204832,725 Caley Road,,,King of Prussia,PA,19406,2363.0,725 Caley Road,,,King of Prussia,PA,19406,2363.0,(610)205-3652,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Bridgeport El Sch,Upper Merion Area SD,1,,PA-123468402,4224480,PA-123468402-6468,422448006468,4206468,900 Bush and School Lane,,,Bridgeport,PA,19405,,900 Bush and School Lane,,,Bridgeport,PA,19405,,(610)205-3602,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Upper Moreland Primary Sch,Upper Moreland Township SD,1,,PA-123468503,4224510,PA-123468503-7797,422451000814,4200814,3980 Orangemans Road,,,Hatboro,PA,19040,,3980 Orangemans Road,,,Hatboro,PA,19040,,(215)325-1400,http://www.umtsd.org/PrimarySchool,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Upper Moreland Intermediate Sch,Upper Moreland Township SD,1,,PA-123468503,4224510,PA-123468503-7798,422451000815,4200815,3990 Orangemans Road,,,Hatboro,PA,19040,,3990 Orangemans Road,,,Hatboro,PA,19040,,(215)325-1700,http://www.umtsd.org/IntermediateSchool,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Hereford El Sch,Upper Perkiomen SD,1,,PA-123468603,4224540,PA-123468603-7073,422454007246,4207246,1043 Gravel Pike,,,Hereford,PA,18056,1501.0,1043 Gravel Pike,,,Hereford,PA,18056,1501.0,(215)679-4151,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Marlborough El Sch,Upper Perkiomen SD,1,,PA-123468603,4224540,PA-123468603-7264,422454009968,4209968,1450 Gravel Pike,,,Green Lane,PA,18054,2015.0,1450 Gravel Pike,,,Green Lane,PA,18054,2015.0,(215)541-7299,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Eisenhower El Sch,Upper Saint Clair SD,1,,PA-103029203,4224570,PA-103029203-0490,422457000490,4200490,100 Warwick Dr,,,Pittsburgh,PA,15241,2153.0,100 Warwick Dr,,,Pittsburgh,PA,15241,2153.0,(412)833-1600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Streams El Sch,Upper Saint Clair SD,1,,PA-103029203,4224570,PA-103029203-4859,422457004859,4204859,1560 Ashlawn Dr,,,Pittsburgh,PA,15241,2802.0,1560 Ashlawn Dr,,,Pittsburgh,PA,15241,2802.0,(412)833-1600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Baker El Sch,Upper Saint Clair SD,1,,PA-103029203,4224570,PA-103029203-5195,422457005195,4205195,2300 Morton Rd,,,Pittsburgh,PA,15241,3302.0,2300 Morton Rd,,,Pittsburgh,PA,15241,3302.0,(412)833-1600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Valley Grove El Sch,Valley Grove SD,1,,PA-106618603,4224630,PA-106618603-7920,422463006111,4206111,389 Sugarcreek Dr,,,Franklin,PA,16323,2848.0,389 Sugarcreek Dr,,,Franklin,PA,16323,2848.0,(814)432-3861,http://www.valleygroveschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Valley View Intrmd Sch,Valley View SD,1,,PA-119358403,4224650,PA-119358403-7487,422465000298,4200298,3 Columbus Dr,,,Archbald,PA,18403,1538.0,3 Columbus Dr,,,Archbald,PA,18403,1538.0,(570)876-2263,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Valley View El Ctr,Valley View SD,1,,PA-119358403,4224650,PA-119358403-6776,422465006776,4206776,901 Main Street,,,Peckville,PA,18452,,901 Main Street,,,Peckville,PA,18452,,(570)489-7579,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Wallenpaupack Pri Sch,Wallenpaupack Area SD,1,,PA-119648303,4224750,PA-119648303-7417,422475000129,4200129,158 Atlantic Ave,,,Hawley,PA,18428,7002.0,158 Atlantic Ave,,,Hawley,PA,18428,7002.0,(570)226-4557,http://www.wallenpaupack.org/nps,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Wallenpaupack South El Sch,Wallenpaupack Area SD,1,,PA-119648303,4224750,PA-119648303-4305,422475004305,4204305,989 Main St,,,Newfoundland,PA,18445,5212.0,989 Main St,,,Newfoundland,PA,18445,5212.0,(570)676-3335,http://www.wallenpaupack.org/ses,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Wallenpaupack North Intrmd Sch,Wallenpaupack Area SD,1,,PA-119648303,4224750,PA-119648303-7169,422475007248,4207248,187 Atlantic Ave,,,Hawley,PA,18428,7003.0,187 Atlantic Ave,,,Hawley,PA,18428,7003.0,(570)226-4557,http://www.wallenpaupack.org/nis,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Nether Providence El Sch,Wallingford-Swarthmore SD,1,,PA-125239603,4224790,PA-125239603-1905,422479001905,4201905,410 Moore Rd,,,Wallingford,PA,19086,6907.0,410 Moore Rd,,,Wallingford,PA,19086,6907.0,(610)892-3470,http://www.wssd.org/npe,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Wallingford El Sch,Wallingford-Swarthmore SD,1,,PA-125239603,4224790,PA-125239603-1906,422479001906,4201906,20 S Providence Rd,,,Wallingford,PA,19086,6224.0,20 S Providence Rd,,,Wallingford,PA,19086,6224.0,(610)892-3470,http://www.wssd.org/wes,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Swarthmore-Rutledge Sch,Wallingford-Swarthmore SD,1,,PA-125239603,4224790,PA-125239603-1952,422479001952,4201952,100 College Ave,,,Swarthmore,PA,19081,1409.0,100 College Ave,,,Swarthmore,PA,19081,1409.0,(610)892-3470,http://www.wssd.org/srs,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Warren Area El Ctr,Warren County SD,1,,PA-105628302,4224820,PA-105628302-7843,422482000878,4200878,343 E Fifth Avenue,,,Warren,PA,16365,4376.0,343 E Fifth Avenue,,,Warren,PA,16365,4376.0,(814)723-9061,http://www.wcsdpa.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Youngsville El/MS,Warren County SD,1,,PA-105628302,4224820,PA-105628302-4133,422482004133,4204133,232 2nd St,,,Youngsville,PA,16371,1413.0,232 2nd St,,,Youngsville,PA,16371,1413.0,(814)563-7207,http://www.wcsdpa.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Sheffield Area El Sch,Warren County SD,1,,PA-105628302,4224820,PA-105628302-8290,422482007476,4207476,6760 Route 6,,,Sheffield,PA,16347,2536.0,6760 Route 6,,,Sheffield,PA,16347,2536.0,(814)968-3720,http://www.wcsdpa.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Eisenhower El Sch,Warren County SD,1,,PA-105628302,4224820,PA-105628302-8335,422482007531,4207531,3700 Route 957,,,Russell,PA,16345,,3700 Route 957,,,Russell,PA,16345,,(814)757-4507,http://www.wcsdpa.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Warrior Run MS,Warrior Run SD,1,,PA-116498003,4224870,PA-116498003-3575,422487003575,4203575,4860 Susquehanna Trail,,,Turbotville,PA,17772,8679.0,4860 Susquehanna Trail,,,Turbotville,PA,17772,8679.0,(570)649-5135,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,04,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Turbotville El Sch,Warrior Run SD,1,,PA-116498003,4224870,PA-116498003-8373,422487007581,4207581,301 Pine St,,,Turbotville,PA,17772,8827.0,301 Pine St,,,Turbotville,PA,17772,8827.0,(570)649-5164,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,John R Bonfield El Sch,Warwick SD,1,,PA-113369003,4224960,PA-113369003-7420,422496000120,4200120,101 N Oak St,,,Lititz,PA,17543,1350.0,101 N Oak St,,,Lititz,PA,17543,1350.0,(717)626-3705,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lititz El Sch,Warwick SD,1,,PA-113369003,4224960,PA-113369003-2660,422496002660,4202660,20 S Cedar St,,,Lititz,PA,17543,1950.0,20 S Cedar St,,,Lititz,PA,17543,1950.0,(717)626-3702,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,John Beck El Sch,Warwick SD,1,,PA-113369003,4224960,PA-113369003-2661,422496002661,4202661,418 E Lexington Rd,,,Lititz,PA,17543,8963.0,418 E Lexington Rd,,,Lititz,PA,17543,8963.0,(717)626-3704,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Kissel Hill El Sch,Warwick SD,1,,PA-113369003,4224960,PA-113369003-4823,422496004823,4204823,215 Landis Valley Rd,,,Lititz,PA,17543,8432.0,215 Landis Valley Rd,,,Lititz,PA,17543,8432.0,(717)626-3703,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lakeside Elementary School,Wayne Highlands SD,1,,PA-119648703,4224970,PA-119648703-7446,422497000226,4200226,129 Lakeside Dr,,,Honesdale,PA,18431,1232.0,129 Lakeside Dr,,,Honesdale,PA,18431,1232.0,(570)253-6820,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Stourbridge Primary Ctr,Wayne Highlands SD,1,,PA-119648703,4224970,PA-119648703-4291,422497004291,4204291,123 ABC Drive,,,Honesdale,PA,18431,1220.0,123 ABC Drive,,,Honesdale,PA,18431,1220.0,(570)253-3010,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,02,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Damascus Area Sch,Wayne Highlands SD,1,,PA-119648703,4224970,PA-119648703-6424,422497006424,4206424,174 High School Rd,,,Damascus,PA,18415,9617.0,174 High School Rd,,,Damascus,PA,18415,9617.0,(570)224-4114,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Preston Sch,Wayne Highlands SD,1,,PA-119648703,4224970,PA-119648703-6425,422497006425,4206425,1493 Crosstown Highway,,,Lakewood,PA,18439,9736.0,1493 Crosstown Highway,,,Lakewood,PA,18439,9736.0,(570)798-2516,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Washington Park El Sch,Washington SD,1,,PA-101638803,4224990,PA-101638803-7456,422499000184,4200184,801 E Wheeling St,,,Washington,PA,15301,3746.0,801 E Wheeling St,,,Washington,PA,15301,3746.0,(724)223-5150,http://www.washington.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Wattsburg Area El Ctr,Wattsburg Area SD,1,,PA-105259703,4225080,PA-105259703-7475,422508000274,4200274,10780 Wattsburg Rd,,,Erie,PA,16509,6422.0,10780 Wattsburg Rd,,,Erie,PA,16509,6422.0,(814)824-3400,http://www.wattsburg.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Fairview Avenue El Sch,Waynesboro Area SD,1,,PA-112289003,4225110,PA-112289003-2233,422511002233,4202233,220 Fairview Ave,,,Waynesboro,PA,17268,,220 Fairview Ave,,,Waynesboro,PA,17268,,(717)762-1191,http://www.wasd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Hooverville El Sch,Waynesboro Area SD,1,,PA-112289003,4225110,PA-112289003-2234,422511002234,4202234,10829 Buchanan Trail East,,,Waynesboro,PA,17268,8742.0,10829 Buchanan Trail East,,,Waynesboro,PA,17268,8742.0,(717)762-1191,http://www.wasd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mowrey El Sch,Waynesboro Area SD,1,,PA-112289003,4225110,PA-112289003-2238,422511002238,4202238,7891 Tomstown Road,,,Waynesboro,PA,17268,,7891 Tomstown Road,,,Waynesboro,PA,17268,,(717)762-1191,http://www.wasd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Summitview El Sch,Waynesboro Area SD,1,,PA-112289003,4225110,PA-112289003-5330,422511005330,4205330,840 East Second Street,,,Waynesboro,PA,17268,,840 East Second Street,,,Waynesboro,PA,17268,,(717)762-1191,http://www.wasd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Weatherly Area El Sch,Weatherly Area SD,1,,PA-121139004,4225140,PA-121139004-6446,422514006446,4206446,602 6th St,,,Weatherly,PA,18255,1520.0,602 6th St,,,Weatherly,PA,18255,1520.0,(570)427-8687,http://www.weatherlysd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Charlotte Lappla El Sch,Wellsboro Area SD,1,,PA-117598503,4225170,PA-117598503-4075,422517000625,4200625,32 Meade St,,,Wellsboro,PA,16901,1843.0,32 Meade St,,,Wellsboro,PA,16901,1843.0,(570)724-1941,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,01,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Don Gill El Sch,Wellsboro Area SD,1,,PA-117598503,4225170,PA-117598503-5095,422517005095,4205095,10 Sherman St,,,Wellsboro,PA,16901,1829.0,10 Sherman St,,,Wellsboro,PA,16901,1829.0,(570)724-1811,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,02,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Donaldson Elem Sch,West Allegheny SD,1,,PA-103029403,4225200,PA-103029403-7760,422520000707,4200707,600 Donaldson Road,,,Oakdale,PA,15071,,600 Donaldson Road,,,Oakdale,PA,15071,,(724)213-1010,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,McKee El Sch,West Allegheny SD,1,,PA-103029403,4225200,PA-103029403-5366,422520005366,4205366,1501 Oakdale Rd,,,Oakdale,PA,15071,3638.0,1501 Oakdale Rd,,,Oakdale,PA,15071,3638.0,(724)693-8451,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Wilson El Sch,West Allegheny SD,1,,PA-103029403,4225200,PA-103029403-5367,422520005367,4205367,100 Bruno Lane,,,Imperial,PA,15126,2120.0,100 Bruno Lane,,,Imperial,PA,15126,2120.0,(724)695-3300,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,West Branch Area El Sch,West Branch Area SD,1,,PA-110179003,4225230,PA-110179003-6599,422523006599,4206599,356 Allport Cutoff,,,Morrisdale,PA,16858,,356 Allport Cutoff,,,Morrisdale,PA,16858,,(814)345-5627,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,East Bradford El Sch,West Chester Area SD,1,,PA-124159002,4225290,PA-124159002-1392,422529001392,4201392,820 Frank Rd,,,West Chester,PA,19380,1969.0,820 Frank Rd,,,West Chester,PA,19380,1969.0,(484)266-2100,http://www.wcasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,East Goshen El Sch,West Chester Area SD,1,,PA-124159002,4225290,PA-124159002-1395,422529001395,4201395,800 N Chester Rd,,,West Chester,PA,19380,6012.0,800 N Chester Rd,,,West Chester,PA,19380,6012.0,(484)266-1500,http://www.wcasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Fern Hill El Sch,West Chester Area SD,1,,PA-124159002,4225290,PA-124159002-1454,422529001454,4201454,915 Lincoln Ave,,,West Chester,PA,19380,4513.0,915 Lincoln Ave,,,West Chester,PA,19380,4513.0,(484)266-1600,http://www.wcasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Exton El Sch,West Chester Area SD,1,,PA-124159002,4225290,PA-124159002-1456,422529001456,4201456,301 S Hendricks Ave,,,Exton,PA,19341,2718.0,301 S Hendricks Ave,,,Exton,PA,19341,2718.0,(484)266-1400,http://www.wcasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mary C Howse El Sch,West Chester Area SD,1,,PA-124159002,4225290,PA-124159002-1457,422529001457,4201457,641 W Boot Rd,,,West Chester,PA,19380,1056.0,641 W Boot Rd,,,West Chester,PA,19380,1056.0,(484)266-1300,http://www.wcasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Westtown-Thornbury El Sch,West Chester Area SD,1,,PA-124159002,4225290,PA-124159002-1458,422529001458,4201458,750 Westbourne Road,,,West Chester,PA,19382,,750 Westbourne Road,,,West Chester,PA,19382,,(484)266-1800,http://www.wcasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Glen Acres El Sch,West Chester Area SD,1,,PA-124159002,4225290,PA-124159002-4812,422529004812,4204812,1150 Delancey Pl,,,West Chester,PA,19382,5602.0,1150 Delancey Pl,,,West Chester,PA,19382,5602.0,(484)266-1700,http://www.wcasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
